PRODUTO;PRINCÍPIO ATIVO;LABORATÓRIO;TIPO DE PRODUTO (STATUS DO PRODUTO);TARJA
LOSARTANA POTASSICA;LOSARTANA POTÁSSICA;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;EMS S/A;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;MERCK S/A;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;RANBAXY FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;TORRENT DO BRASIL LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;ZYDUS NIKKHO FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
LOSARTANA POTÁSSICA;LOSARTANA POTÁSSICA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Genérico;Tarja Vermelha
LOSARTANA POTASSICA + BESILATO DE ANLODIPINO;"LOSARTANA POTÁSSICA;BESILATO DE ANLODIPINO";TORRENT DO BRASIL LTDA;Genérico;Tarja Vermelha
LOSARTANA POTASSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";GERMED FARMACEUTICA LTDA;Genérico;Venda Livre
LOSARTANA POTASSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";BIOLAB SANUS FARMACÊUTICA LTDA;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";EMS S/A;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";EUROFARMA LABORATÓRIOS S.A.;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;HIDROCLOROTIAZIDA;GERMED FARMACEUTICA LTDA;    -     ;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";TORRENT DO BRASIL LTDA;Genérico;Venda Livre
LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
LOSARTANA POTASSICA+HIDROCLOROTIAZIDA;"LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA";SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
LOSARTEC;LOSARTANA POTÁSSICA;MARJAN INDÚSTRIA E COMÉRCIO LTDA;Similar;Tarja Vermelha
LOSARTION;LOSARTANA POTÁSSICA;MERCK S/A;Similar;Tarja Vermelha
LOSEC MUPS;OMEPRAZOL MAGNÉSICO;ASTRAZENECA DO BRASIL LTDA;Novo (Referência);Tarja Vermelha
LOTANOL;LOSARTANA POTÁSSICA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
LOTANOL;LOSARTANA POTÁSSICA;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
LOTAR;"LOSARTANA POTÁSSICA;BESILATO DE ANLODIPINO";BIOSINTÉTICA FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
LOTENSIN;CLORIDRATO DE BENAZEPRIL;NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Tarja Vermelha
LOTENSIN H;"HIDROCLOROTIAZIDA;CLORIDRATO DE BENAZEPRIL";NOVARTIS BIOCIENCIAS S.A;Novo (Referência);Venda Livre
LOTEPROL;ETABONATO DE LOTEPREDNOL;BL INDÚSTRIA OTICA LTDA;Novo (Referência);Tarja Vermelha
LOU;"NORGESTIMATO;ETINILESTRADIOL";JANSSEN-CILAG FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
LOVASTATINA;LOVASTATINA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico (Referência);Venda Livre
LOVELLE;"LEVONORGESTREL;ETINILESTRADIOL";BIOLAB SANUS FARMACÊUTICA LTDA;Novo;Tarja Vermelha
LOXAM;MELOXICAM;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Venda Livre
LOXONIN;LOXOPROFENO SÓDICO;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;Novo (Referência);Venda Livre
LOZAN;CETOCONAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Venda Livre
LOZAN;CETOCONAZOL;LABORATÓRIO TEUTO BRASILEIRO S/A;Similar;Tarja Vermelha
LOZEPREL;OMEPRAZOL;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Similar;Tarja Vermelha
LOZEPREL;OMEPRAZOL MICROGRANULADOS;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Similar;Tarja Vermelha
LQFEX - SULFATO DE NEOMICINA + BACITRACINA ZINCICA;"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX ÁCIDO ACETILSALICÍLICO;ÁCIDO ACETILSALICÍLICO;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX CLOROQUINA;DIFOSFATO DE CLOROQUINA;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX DICLOFENACO DE POTÁSSIO;DICLOFENACO POTÁSSICO;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX DIPIRONA;DIPIRONA;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX FUROSEMIDA;FUROSEMIDA;COMANDO DO EXÉRCITO;Similar;Tarja Vermelha
LQFEX GLIBENCLAMIDA;GLIBENCLAMIDA;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX HIDROCLOROTIAZIDA;HIDROCLOROTIAZIDA;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX MEBENDAZOL;MEBENDAZOL;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX MEFLOQUINA;CLORIDRATO DE MEFLOQUINA;COMANDO DO EXÉRCITO;Similar;Venda Livre
LQFEX METRONIDAZOL;METRONIDAZOL;COMANDO DO EXÉRCITO;Similar;Tarja Vermelha
LQFEX PROPRANOLOL;CLORIDRATO DE PROPRANOLOL;COMANDO DO EXÉRCITO;Similar;Tarja Preta
LQFEX SULFATO DE QUININA;SULFATO DE QUININA;COMANDO DO EXÉRCITO;Similar;Venda Livre
LUCENTIS;RANIBIZUMABE;NOVARTIS BIOCIENCIAS S.A;Biológicos;Tarja Vermelha
LUDIOMIL;CLORIDRATO DE MAPROTILINA;NOVARTIS BIOCIENCIAS S.A;Novo;Tarja Preta
LUFTAGASTROPRO;NI;RECKITT BENCKISER (BRASIL) LTDA;Novo;Tarja Vermelha
LUFTAL;SIMETICONA;RECKITT BENCKISER (BRASIL) LTDA;Novo (Referência);Tarja Vermelha
LUFTAL GEL CAPS;SIMETICONA;TAKEDA PHARMA LTDA.;Novo (Referência);Tarja Vermelha
LUGANO;"PROPIONATO DE FLUTICASONA;FUMARATO DE FORMOTEROL DI-HIDRATADO";EUROFARMA LABORATÓRIOS S.A.;Novo;Tarja Vermelha
LUMIDERM;HIDROQUINONA;EMS SIGMA PHARMA LTDA;Similar;Tarja Vermelha
LUMIGAN;BIMATOPROSTA;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;Novo (Referência);Tarja Vermelha
LUMIGAN RC;BIMATOPROSTA;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;Novo (Referência);Tarja Vermelha
LUMIGEST;DIDROGESTERONA;ABBOTT LABORATÓRIOS DO BRASIL LTDA;Similar;Tarja Vermelha
LUMIRARTE;ATORVASTATINA CÁLCICA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Similar;Venda Livre
LUNE;HEMITARTARATO DE ZOLPIDEM;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Tarja Preta
LUPRON;ACETATO DE LEUPRORRELINA;ABBOTT LABORATÓRIOS DO BRASIL LTDA;Novo;Tarja Vermelha
LUPRON DEPOT;ACETATO DE LEUPRORRELINA;ABBVIE FARMACÊUTICA LTDA.;Novo;Tarja Vermelha
LUPTAS;BIMATOPROSTA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Similar;Tarja Vermelha
LUTENIL;ACETATO DE NOMEGESTROL;TEVA FARMACÊUTICA LTDA.;Novo (Referência);Tarja Vermelha
LUTICS;MESILATO DE DOXAZOSINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Similar;Tarja Vermelha
LUVERIS;ALFALUTROPINA;MERCK S/A;Biológicos;Tarja Vermelha
LUVOX;MALEATO DE FLUVOXAMINA;ABBOTT LABORATÓRIOS DO BRASIL LTDA;Novo (Referência);Tarja Vermelha
LYDIAN;ETINILESTRADIOL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Tarja Vermelha
LYDIAN;ETINILESTRADIOL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Genérico;Tarja Vermelha
LYLLAS;"ETINILESTRADIOL;DROSPIRENONA";SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Similar;Tarja Vermelha
LYNOZ;LINEZOLIDA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;Similar;Tarja Vermelha
LYNPARZA;OLAPARIBE;ASTRAZENECA DO BRASIL LTDA;Novo;Tarja Vermelha
LYNPARZA COMPRIMIDOS;OLAPARIBE;ASTRAZENECA DO BRASIL LTDA;Novo;Tarja Vermelha
LYRICA;PREGABALINA;LABORATÓRIOS PFIZER LTDA;Novo (Referência);Venda Livre
LYSTATE;ORLISTATE;GLENMARK FARMACÊUTICA LTDA;Similar;Tarja Vermelha
LYXUMIA;LIXISENATIDA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo;Tarja Vermelha
LYXUMIA;LIXISENATIDA;SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
LYZAPIL;OLANZAPINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Similar;Venda Livre
MAALOX;"SIMETICONA;HIDRÓXIDO DE MAGNÉSIO;HIDRÓXIDO DE ALUMÍNIO";SANOFI-AVENTIS FARMACÊUTICA LTDA;Novo (Referência);Tarja Vermelha
MABTHERA;RITUXIMABE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Biológicos;Tarja Vermelha
MABTHERA SC;RITUXIMABE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;Biológicos;Tarja Vermelha
MACRODANTINA;NITROFURANTOÍNA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Novo (Referência);Tarja Vermelha
MAGNAZIA;HIDRÓXIDO DE ALUMÍNIO;1FARMA INDUSTRIA FARMACEUTICA LTDA;Similar;Tarja Vermelha
MAGNAZIA;"SIMETICONA;HIDRÓXIDO DE MAGNÉSIO;HIDRÓXIDO DE ALUMÍNIO";1FARMA INDUSTRIA FARMACEUTICA LTDA;Similar;Tarja Vermelha
MAGNESIA BISURADA;"CARBONATO DE MAGNÉSIO;CARBONATO DE CÁLCIO;CARBONATO BÁSICO DE BISMUTO;BICARBONATO DE SÓDIO";LABORATÓRIOS PFIZER LTDA;Específico;Tarja Vermelha
MAGNÉSIA BISURADA;"CARBONATO DE MAGNÉSIO;CARBONATO DE CÁLCIO;CARBONATO BÁSICO DE BISMUTO;BICARBONATO DE SÓDIO";WYETH INDÚSTRIA FARMACÊUTICA LTDA;Novo;Tarja Vermelha
MAGNEVISTAN;GADOPENTETATO DE DIMEGLUMINA;BAYER S.A.;Novo;Tarja Vermelha
MAGNOPYROL;DIPIRONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;Similar;Venda Livre
MAGNOSTASE;CLORIDRATO DE LOPERAMIDA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Similar;Tarja Vermelha
MAGNOSTON;SULFATO DE MAGNÉSIO HEPTAIDRATADO;BLAU FARMACÊUTICA S.A.;Específico;Venda Livre
MAISOL;COLECALCIFEROL;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Específico;Venda Livre
MALEATO DE DEXCLOFERINAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIARAMINA + SULFATO DE PSEUDOEFEDRINA + GUAIFENESINA;"SULFATO DE PSEUDOEFEDRINA;MALEATO DE DEXCLORFENIRAMINA;GUAIFENESINA";EMS S/A;Genérico;Venda Livre
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;EMS S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;HIPOLABOR FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;MARIOL INDUSTRIAL LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";EMS S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;BETAMETASONA;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";1FARMA INDUSTRIA FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;BETAMETASONA;PRATI DONADUZZI & CIA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";EMS SIGMA PHARMA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;BETAMETASONA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;    -     ;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;BETAMETASONA;Aché Laboratórios Farmacêuticos S.A;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA (GENÉRICO);"MALEATO DE DEXCLORFENIRAMINA;BETAMETASONA";LABORATÓRIO GLOBO LTDA;Genérico;Tarja Vermelha
MALEATO DE DEXCLORFENIRAMINA + SULFATO DE PSEUDOEFEDRINA + GUAIFENESINA;"SULFATO DE PSEUDOEFEDRINA;MALEATO DE DEXCLORFENIRAMINA;GUAIFENESINA";EMS SIGMA PHARMA LTDA;Genérico;Venda Livre
MALEATO DE DEXCLORFENIRAMINA + SULFATO DE PSEUDOEFEDRINA + GUAIFENESINA;"SULFATO DE PSEUDOEFEDRINA;MALEATO DE DEXCLORFENIRAMINA;GUAIFENESINA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;BIOLAB SANUS FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;HIPOLABOR FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;LABORATÓRIO GLOBO LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;NOVA QUIMICA FARMACÊUTICA S/A;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;GERMED FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;1FARMA INDUSTRIA FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL;MALEATO DE ENALAPRIL;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";BIOLAB SANUS FARMACÊUTICA LTDA;Genérico;Venda Livre
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";EMS S/A;Genérico;Venda Livre
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";LABORATÓRIO TEUTO BRASILEIRO S/A;Genérico;Venda Livre
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";BIOSINTÉTICA FARMACÊUTICA LTDA;Genérico;Venda Livre
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";GERMED FARMACEUTICA LTDA;Genérico;Venda Livre
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";EMS SIGMA PHARMA LTDA;Genérico;Venda Livre
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Genérico;Venda Livre
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;"MALEATO DE ENALAPRIL;HIDROCLOROTIAZIDA";LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;Similar;Venda Livre
MALEATO DE FLUVOXAMINA;MALEATO DE FLUVOXAMINA;ABBOTT LABORATÓRIOS DO BRASIL LTDA;Genérico (Referência);Tarja Vermelha
MALEATO DE LEVOMEPROMAZINA;MALEATO DE LEVOMEPROMAZINA;HIPOLABOR FARMACEUTICA LTDA;Genérico;Tarja Vermelha
MALEATO DE MIDAZOLAM;MALEATO DE MIDAZOLAM;EUROFARMA LABORATÓRIOS S.A.;Genérico;Tarja Preta
MALEATO DE MIDAZOLAM;MALEATO DE MIDAZOLAM;SANOFI MEDLEY FARMACÊUTICA LTDA.;Genérico;Tarja Preta
